participation_id,date,zone_id,race,sexe,categorie,note_participation,concours_id,lieu_id,type_concours
P001510,2025-08-26,96644757B60043813814440,Arabe-Barbe,Female,Elite,74.75,C0345,L0065,National
P001511,2025-11-29,96644757B64432809888793,Pur-Sang Arabe,Female,Senior,89.73,C0215,L0003,Regional
P001512,2025-02-10,96644757B71822601453569,Arabe-Barbe,M,Senior,67.27,C0137,L0056,Qualification
P001513,2025-04-18,96644757B9718685225615,Arabe-Barbe,F,Junior,74.42,C0198,L0026,Regional
P001514,2025-12-26,96644757B15248572972708,Pur-Sang Arabe,F,Elite,77.7,C0004,L0029,Regional
P001515,2025-07-27,96644757B21316479060137,Arabe-Barbe,Femelle,Senior,57.51,C0151,L0002,Qualification
P001516,2025-04-01,96644757B52871738396395,Anglo-Arabe,F,Junior,71.74,C0296,L0053,Regional
P001517,2025-04-16,96644757B25654465299878,Arabe-Barbe,Female,Loisir,57.26,C0069,L0013,Regional
P001518,2025-05-04,96644757B50122508033550,Arabe,Male,Senior,64.95,C0060,L0050,National
P001519,2025-07-22,96644757B21870556317795,Arabe-Barbe,Femelle,Senior,80.35,C0328,L0055,Regional
P001520,2025-04-14,96644757B90795389022281,Arabe-Barbe,Female,Loisir,76.33,C0214,L0064,Regional
P001521,2025-08-15,96644757B90056368806308,Arabe-Barbe,Femelle,Senior,67.0,C0069,L0054,Regional
P001522,2025-06-12,96644757B34372354169334,Anglo-Arabe,F,Loisir,79.13,C0374,L0023,Regional
P001523,2025-08-11,96644757B71822601453569,Pur-Sang Arabe,M,Elite,68.48,C0387,L0056,National
P001524,2025-02-26,96644757B84561517472973,Barbe,Femelle,Elite,70.12,C0018,L0062,Regional
P001525,2025-08-16,96644757B75888110493475,Arabe-Barbe,Female,Junior,77.1,C0101,L0024,National
P001526,2025-12-04,96644757B23117375948520,Arabe,M,Junior,61.17,C0185,L0010,Qualification
P001527,2025-02-19,96644757B69343874835814,Arabe-Barbe,Male,Senior,70.36,C0365,L0067,Regional
P001528,2025-04-30,96644757B42104761334354,Pur-Sang Arabe,F,Junior,70.21,C0037,L0012,Regional
P001529,2025-09-11,96644757B91545835536411,Arabe,Female,Junior,55.49,C0402,L0045,Regional
P001530,2025-08-14,96644757B89687162507810,Pur-Sang Arabe,Male,Senior,58.92,C0160,L0018,Regional
P001531,2025-09-04,96644757B23117375948520,Pur-Sang Arabe,Female,Elite,84.12,C0063,L0010,Regional
P001532,2025-07-24,96644757B4563753155162,Arabe,F,Junior,72.25,C0431,L0059,National
P001533,2025-09-07,96644757B54259280648674,Pur-Sang Arabe,Femelle,Elite,60.4,C0044,L0011,Regional
P001534,2025-08-11,96644757B63064605054668,Arabe-Barbe,M,Loisir,56.46,C0065,L0051,Regional
P001535,2025-01-28,96644757B21390270390615,Pur-Sang Arabe,M,Elite,71.77,C0474,L0052,National
P001536,2025-10-02,96644757B53703826618026,Arabe-Barbe,Femelle,Elite,80.76,C0260,L0005,Qualification
P001537,2025-06-13,96644757B25654465299878,Arabe,F,Elite,69.33,C0232,L0013,Regional
P001538,2025-01-19,96644757B39685617616684,Anglo-Arabe,Femelle,Junior,86.97,C0343,L0060,Regional
P001539,2025-05-30,96644757B89345886069248,Barbe,Femelle,Senior,72.05,C0315,L0039,Qualification
P001540,2025-06-08,96644757B23117375948520,Arabe-Barbe,M,Loisir,73.15,C0307,L0010,Regional
P001541,2025-02-01,96644757B78111329468616,Anglo-Arabe,Male,Elite,58.07,C0012,L0075,National
P001542,2025-12-30,96644757B93440982531475,Anglo-Arabe,F,Elite,80.23,C0276,L0020,National
P001543,2025-03-23,96644757B24539393832458,Arabe-Barbe,M,Loisir,68.56,C0140,L0001,National
P001544,2025-05-01,96644757B6720908192283,Arabe,M,Junior,79.06,C0404,L0070,Regional
P001545,2025-06-10,96644757B21316479060137,Barbe,M,Senior,59.74,C0253,L0002,Regional
P001546,2025-10-31,96644757B80339347175881,Anglo-Arabe,Male,Elite,74.4,C0062,L0042,Regional
P001547,2025-09-29,96644757B78111329468616,Pur-Sang Arabe,F,Junior,74.95,C0443,L0075,National
P001548,2025-10-09,96644757B53936679900609,Arabe-Barbe,M,Senior,70.16,C0142,L0044,National
P001549,2025-03-28,96644757B53936679900609,Anglo-Arabe,F,Loisir,75.74,C0136,L0044,National
P001550,2025-11-05,96644757B8060198419886,Anglo-Arabe,Male,Elite,69.63,C0468,L0030,Qualification
P001551,2025-10-30,96644757B23117375948520,Pur-Sang Arabe,Female,Senior,61.95,C0387,L0010,Qualification
P001552,2025-06-19,96644757B27397508075839,Arabe-Barbe,F,Elite,85.06,C0429,L0043,National
P001553,2025-07-19,96644757B88930410593624,Arabe,M,Junior,80.1,C0331,L0068,Regional
P001554,2025-01-14,96644757B26550498921337,Arabe-Barbe,M,Loisir,63.77,C0455,L0007,Regional
P001555,2025-10-05,96644757B69343874835814,Pur-Sang Arabe,Female,Junior,75.64,C0058,L0067,National
P001556,2025-12-17,96644757B46616002618727,Barbe,Femelle,Loisir,62.35,C0300,L0032,National
P001557,2025-06-22,96644757B2759448404756,Arabe-Barbe,F,Senior,61.38,C0147,L0041,Regional
P001558,2025-07-17,96644757B25654465299878,Arabe-Barbe,Male,Senior,81.54,C0199,L0013,National
P001559,2025-07-02,96644757B40957387644980,Arabe-Barbe,F,Senior,56.57,C0119,L0047,Regional
P001560,2025-01-31,96644757B54306876372793,Arabe,Male,Junior,83.65,C0103,L0014,Regional
P001561,2025-08-15,96644757B56432502406176,Pur-Sang Arabe,Female,Senior,67.92,C0221,L0021,Qualification
P001562,2025-09-21,96644757B21870556317795,Anglo-Arabe,M,Loisir,67.47,C0459,L0055,Regional
P001563,2025-12-05,96644757B12662883146655,Arabe,M,Loisir,77.92,C0318,L0004,National
P001564,2025-12-06,96644757B36466177595872,Anglo-Arabe,Male,Junior,74.37,C0175,L0034,National
P001565,2025-06-29,96644757B91545835536411,Barbe,F,Elite,63.09,C0217,L0045,National
P001566,2025-12-17,96644757B23117375948520,Barbe,Male,Loisir,75.62,C0265,L0010,Regional
P001567,2025-07-12,96644757B34372354169334,Pur-Sang Arabe,F,Loisir,75.8,C0123,L0023,National
P001568,2025-08-23,96644757B9718685225615,Barbe,Male,Senior,57.38,C0261,L0026,Regional
P001569,2025-08-08,96644757B50122508033550,Arabe,Femelle,Junior,69.5,C0348,L0050,National
P001570,2025-12-31,96644757B5863178934624,Anglo-Arabe,Male,Loisir,86.3,C0122,L0074,Regional
P001571,2025-09-27,96644757B83322507681707,Pur-Sang Arabe,F,Senior,88.25,C0292,L0063,Qualification
P001572,2025-02-13,96644757B91342156363380,Pur-Sang Arabe,Female,Senior,79.58,C0354,L0015,National
P001573,2025-01-27,96644757B21316479060137,Arabe,Female,Elite,55.98,C0260,L0002,Regional
P001574,2025-05-30,96644757B12662883146655,Arabe-Barbe,Male,Senior,78.73,C0146,L0004,Regional
P001575,2025-07-08,96644757B91545835536411,Arabe,F,Loisir,79.86,C0277,L0045,Regional
P001576,2025-09-02,96644757B42104761334354,Pur-Sang Arabe,F,Junior,80.59,C0396,L0012,National
P001577,2025-06-25,96644757B89687162507810,Anglo-Arabe,M,Elite,75.97,C0111,L0018,National
P001578,2025-07-07,96644757B90795389022281,Arabe,F,Loisir,76.39,C0287,L0064,National
P001579,2025-12-03,96644757B99361415702964,Barbe,M,Loisir,72.66,C0340,L0066,Qualification
P001580,2025-05-03,96644757B83322507681707,Arabe-Barbe,F,Loisir,65.4,C0161,L0063,Regional
P001581,2025-06-30,96644757B93440982531475,Arabe,Male,Loisir,51.87,C0194,L0020,National
P001582,2025-07-23,96644757B40957387644980,Pur-Sang Arabe,Female,Senior,77.01,C0444,L0047,Regional
P001583,2025-06-20,96644757B10773066300421,Pur-Sang Arabe,Male,Loisir,73.52,C0182,L0046,National
P001584,2025-12-20,96644757B54306876372793,Barbe,F,Loisir,79.96,C0299,L0014,Regional
P001585,2025-12-18,96644757B80339347175881,Pur-Sang Arabe,Femelle,Senior,59.25,C0075,L0042,National
P001586,2025-07-07,96644757B41522516415054,Anglo-Arabe,Female,Senior,79.4,C0463,L0040,Regional
P001587,2025-06-14,96644757B8060198419886,Arabe-Barbe,F,Junior,92.84,C0298,L0030,Regional
P001588,2025-08-03,96644757B1478822582790,Pur-Sang Arabe,F,Senior,70.96,C0380,L0057,Regional
P001589,2025-03-08,96644757B63064605054668,Arabe,Femelle,Elite,71.25,C0301,L0051,Qualification
P001590,2025-06-05,96644757B41522516415054,Arabe-Barbe,M,Senior,76.04,C0178,L0040,National
P001591,2025-03-21,96644757B21870556317795,Barbe,M,Senior,89.91,C0170,L0055,Regional
P001592,2025-02-22,96644757B70524131405695,Anglo-Arabe,F,Senior,65.25,C0350,L0058,Regional
P001593,2025-02-04,96644757B27397508075839,Arabe,F,Junior,71.04,C0430,L0043,Regional
P001594,2025-08-03,96644757B56432502406176,Barbe,M,Loisir,62.45,C0064,L0021,Qualification
P001595,2025-01-01,96644757B1478822582790,Arabe,Femelle,Senior,64.7,C0422,L0057,Qualification
P001596,2025-08-24,96644757B90056368806308,Arabe-Barbe,M,Junior,69.55,C0415,L0054,Qualification
P001597,2025-06-07,96644757B5863178934624,Pur-Sang Arabe,Femelle,Junior,85.96,C0055,L0074,Qualification
P001598,2025-05-14,96644757B42104761334354,Arabe,Femelle,Loisir,91.34,C0054,L0012,Regional
P001599,2025-10-08,96644757B46616002618727,Arabe,Femelle,Loisir,74.26,C0347,L0032,Regional
P001600,2025-07-16,96644757B6720908192283,Barbe,Femelle,Junior,66.66,C0421,L0070,National
P001601,2025-09-25,96644757B89345886069248,Barbe,M,Junior,93.45,C0197,L0039,National
P001602,2025-09-16,96644757B25593504689486,Barbe,Female,Senior,62.9,C0320,L0071,Regional
P001603,2025-01-12,96644757B24539393832458,Arabe-Barbe,M,Junior,66.2,C0499,L0001,National
P001604,2025-03-20,96644757B64432809888793,Arabe,F,Elite,55.5,C0162,L0003,Regional
P001605,2025-07-28,96644757B39685617616684,Arabe,Female,Junior,87.87,C0113,L0060,Regional
P001606,2025-12-23,96644757B92138134403299,Barbe,Female,Senior,82.28,C0495,L0027,Regional
P001607,2025-02-26,96644757B41522516415054,Pur-Sang Arabe,Male,Senior,97.13,C0140,L0040,Qualification
P001608,2025-02-08,96644757B30309850889145,Pur-Sang Arabe,Female,Senior,55.57,C0236,L0033,National
P001609,2025-12-10,96644757B52167870329218,Arabe-Barbe,F,Senior,92.01,C0221,L0031,National
P001610,2025-12-19,96644757B25593504689486,Anglo-Arabe,M,Junior,67.87,C0262,L0071,Qualification
P001611,2025-03-03,96644757B35891480133263,Barbe,F,Junior,78.11,C0135,L0008,Qualification
P001612,2025-05-27,96644757B70524131405695,Arabe-Barbe,Male,Junior,59.01,C0339,L0058,Regional
P001613,2025-08-17,96644757B69343874835814,Barbe,Femelle,Junior,84.63,C0346,L0067,National
P001614,2025-03-13,96644757B50122508033550,Arabe,M,Loisir,79.07,C0101,L0050,Regional
P001615,2025-04-30,96644757B8060198419886,Arabe-Barbe,M,Senior,71.9,C0240,L0030,National
P001616,2025-05-25,96644757B25654465299878,Barbe,Female,Senior,77.65,C0029,L0013,Regional
P001617,2025-08-23,96644757B21390270390615,Barbe,Female,Junior,65.24,C0111,L0052,Regional
P001618,2025-04-23,96644757B698999344864,Arabe-Barbe,F,Elite,68.59,C0493,L0036,National
P001619,2025-05-31,96644757B42104761334354,Barbe,F,Loisir,68.7,C0253,L0012,Regional
P001620,2025-04-16,96644757B92138134403299,Barbe,M,Elite,54.07,C0311,L0027,Regional
P001621,2025-10-05,96644757B26045285741175,Arabe-Barbe,Male,Elite,76.86,C0444,L0073,National
P001622,2025-02-25,96644757B93440982531475,Arabe-Barbe,Male,Loisir,82.77,C0357,L0020,National
P001623,2025-03-26,96644757B54306876372793,Arabe,Femelle,Senior,67.37,C0396,L0014,Regional
P001624,2025-04-02,96644757B21390270390615,Pur-Sang Arabe,Femelle,Loisir,76.38,C0356,L0052,Regional
P001625,2025-11-27,96644757B91342156363380,Anglo-Arabe,Femelle,Elite,69.75,C0249,L0015,Regional
P001626,2025-12-11,96644757B36967765471663,Barbe,M,Junior,76.86,C0316,L0069,Qualification
P001627,2025-07-02,96644757B60043813814440,Arabe,M,Senior,66.86,C0144,L0065,Qualification
P001628,2025-02-27,96644757B5863178934624,Anglo-Arabe,M,Senior,63.66,C0445,L0074,Regional
P001629,2025-10-03,96644757B36967765471663,Arabe,Male,Junior,84.09,C0090,L0069,National
P001630,2025-06-29,96644757B85287588144355,Barbe,Femelle,Loisir,73.0,C0442,L0019,National
P001631,2025-11-07,96644757B9799798831472,Barbe,M,Junior,88.64,C0439,L0016,Qualification
P001632,2025-05-12,96644757B9718685225615,Pur-Sang Arabe,Female,Elite,70.41,C0071,L0026,Regional
P001633,2025-12-31,96644757B698999344864,Pur-Sang Arabe,Male,Loisir,65.13,C0355,L0036,National
P001634,2025-10-22,96644757B99361415702964,Pur-Sang Arabe,Femelle,Senior,85.65,C0494,L0066,National
P001635,2025-03-23,96644757B71822601453569,Arabe-Barbe,F,Senior,75.39,C0286,L0056,Regional
P001636,2025-09-22,96644757B81090244987905,Pur-Sang Arabe,Femelle,Elite,80.31,C0170,L0049,Regional
P001637,2025-04-15,96644757B99361415702964,Pur-Sang Arabe,M,Loisir,85.29,C0439,L0066,Regional
P001638,2025-05-08,96644757B81090244987905,Arabe-Barbe,Male,Junior,66.51,C0256,L0049,Regional
P001639,2025-04-02,96644757B15248572972708,Pur-Sang Arabe,Male,Senior,70.97,C0061,L0029,National
P001640,2025-09-07,96644757B52167870329218,Anglo-Arabe,F,Elite,75.71,C0125,L0031,National
P001641,2025-04-06,96644757B89345886069248,Barbe,Female,Loisir,55.62,C0341,L0039,Regional
P001642,2025-08-22,96644757B26550498921337,Arabe,F,Senior,68.75,C0228,L0007,Qualification
P001643,2025-08-01,96644757B71822601453569,Barbe,Femelle,Senior,82.45,C0109,L0056,Regional
P001644,2025-10-02,96644757B81090244987905,Arabe,Male,Loisir,75.41,C0399,L0049,Qualification
P001645,2025-12-29,96644757B21870556317795,Anglo-Arabe,Male,Junior,56.13,C0061,L0055,Regional
P001646,2025-01-04,96644757B2759448404756,Arabe-Barbe,F,Junior,57.67,C0110,L0041,Qualification
P001647,2025-12-28,96644757B4563753155162,Arabe,F,Senior,85.05,C0233,L0059,Qualification
P001648,2025-02-09,96644757B69656421663665,Arabe-Barbe,M,Junior,66.7,C0020,L0072,Qualification
P001649,2025-07-12,96644757B27397508075839,Barbe,Female,Junior,62.53,C0194,L0043,Qualification
P001650,2025-05-05,96644757B36466177595872,Anglo-Arabe,Female,Elite,65.82,C0455,L0034,Regional
P001651,2025-08-22,96644757B35891480133263,Pur-Sang Arabe,Male,Elite,55.28,C0470,L0008,National
P001652,2025-09-21,96644757B4563753155162,Barbe,Male,Senior,82.63,C0436,L0059,National
P001653,2025-11-10,96644757B88930410593624,Pur-Sang Arabe,Male,Senior,65.68,C0162,L0068,Regional
P001654,2025-05-27,96644757B52871738396395,Arabe-Barbe,M,Senior,80.3,C0033,L0053,Qualification
P001655,2025-12-07,96644757B60043813814440,Arabe-Barbe,Male,Elite,73.65,C0407,L0065,Regional
P001656,2025-04-28,96644757B60043813814440,Arabe-Barbe,M,Loisir,87.43,C0187,L0065,Regional
P001657,2025-03-16,96644757B39685617616684,Arabe-Barbe,Male,Elite,76.47,C0374,L0060,Qualification
P001658,2025-05-19,96644757B18768670389586,Barbe,Female,Elite,77.01,C0060,L0038,Regional
P001659,2025-07-12,96644757B35891480133263,Barbe,F,Loisir,77.24,C0334,L0008,Regional
P001660,2025-09-01,96644757B24539393832458,Barbe,Male,Loisir,78.15,C0293,L0001,Regional
P001661,2025-10-31,96644757B9799798831472,Anglo-Arabe,Male,Junior,71.9,C0460,L0016,National
P001662,2025-03-24,96644757B30309850889145,Arabe-Barbe,Femelle,Loisir,67.13,C0051,L0033,Qualification
P001663,2025-04-21,96644757B71822601453569,Pur-Sang Arabe,Female,Loisir,88.24,C0204,L0056,Regional
P001664,2025-12-09,96644757B63187791317705,Anglo-Arabe,Female,Senior,63.78,C0494,L0035,National
P001665,2025-06-10,96644757B21316479060137,Arabe,M,Junior,67.92,C0195,L0002,National
P001666,2025-03-30,96644757B9799798831472,Pur-Sang Arabe,M,Elite,68.57,C0329,L0016,National
P001667,2025-12-26,96644757B5863178934624,Arabe-Barbe,Femelle,Senior,76.52,C0081,L0074,National
P001668,2025-06-13,96644757B78111329468616,Anglo-Arabe,Male,Elite,67.13,C0364,L0075,Qualification
P001669,2025-12-26,96644757B15248572972708,Arabe,Male,Senior,75.39,C0138,L0029,Regional
P001670,2025-12-02,96644757B64717664824106,Pur-Sang Arabe,Male,Junior,64.26,C0286,L0061,Regional
P001671,2025-11-27,96644757B90056368806308,Pur-Sang Arabe,Female,Junior,54.22,C0440,L0054,National
P001672,2025-08-01,96644757B6720908192283,Arabe-Barbe,F,Loisir,70.52,C0330,L0070,Regional
P001673,2025-10-19,96644757B69343874835814,Barbe,Male,Junior,58.95,C0237,L0067,Regional
P001674,2025-12-17,96644757B62254917052717,Arabe,F,Elite,54.33,C0095,L0048,Regional
P001675,2025-04-09,96644757B8060198419886,Anglo-Arabe,F,Senior,73.66,C0171,L0030,Regional
P001676,2025-01-14,96644757B40957387644980,Pur-Sang Arabe,Femelle,Senior,78.49,C0424,L0047,Qualification
P001677,2025-04-28,96644757B75888110493475,Anglo-Arabe,F,Senior,75.8,C0108,L0024,Regional
P001678,2025-08-21,96644757B92138134403299,Arabe,M,Senior,78.27,C0328,L0027,National
P001679,2025-07-19,96644757B10773066300421,Barbe,Female,Elite,52.33,C0242,L0046,National
P001680,2025-01-30,96644757B27397508075839,Arabe,Femelle,Elite,55.39,C0161,L0043,Regional
P001681,2025-07-24,96644757B53936679900609,Pur-Sang Arabe,F,Junior,91.43,C0358,L0044,Regional
P001682,2025-03-05,96644757B15248572972708,Pur-Sang Arabe,Femelle,Senior,61.77,C0181,L0029,Regional
P001683,2025-07-04,96644757B52167870329218,Barbe,M,Elite,83.53,C0144,L0031,National
P001684,2025-07-30,96644757B24539393832458,Barbe,M,Elite,65.04,C0265,L0001,Regional
P001685,2025-08-21,96644757B10773066300421,Arabe,Femelle,Senior,72.45,C0379,L0046,National
P001686,2025-05-31,96644757B53936679900609,Barbe,F,Elite,65.36,C0432,L0044,Regional
P001687,2025-05-30,96644757B25593504689486,Pur-Sang Arabe,Female,Junior,72.79,C0315,L0071,Regional
P001688,2025-09-05,96644757B18768670389586,Pur-Sang Arabe,M,Junior,69.85,C0331,L0038,Regional
P001689,2025-10-01,96644757B698999344864,Barbe,F,Elite,69.9,C0393,L0036,Regional
P001690,2025-10-22,96644757B51161748863193,Pur-Sang Arabe,M,Elite,56.59,C0135,L0006,Regional
P001691,2025-05-02,96644757B91342156363380,Anglo-Arabe,F,Loisir,75.08,C0126,L0015,Qualification
P001692,2025-06-04,96644757B9718685225615,Pur-Sang Arabe,Femelle,Junior,57.82,C0242,L0026,Regional
P001693,2025-05-01,96644757B15248572972708,Pur-Sang Arabe,M,Senior,76.51,C0315,L0029,National
P001694,2025-07-12,96644757B53695376753874,Barbe,F,Elite,98.0,C0323,L0028,National
P001695,2025-02-16,96644757B8060198419886,Arabe-Barbe,Femelle,Junior,85.79,C0077,L0030,National
P001696,2025-06-06,96644757B70524131405695,Anglo-Arabe,F,Senior,82.67,C0390,L0058,National
P001697,2025-03-10,96644757B23117375948520,Barbe,Femelle,Elite,67.58,C0182,L0010,Regional
P001698,2025-07-14,96644757B25874170222857,Barbe,M,Junior,50.33,C0438,L0025,National
P001699,2025-11-07,96644757B25654465299878,Anglo-Arabe,Femelle,Senior,57.98,C0362,L0013,Regional
P001700,2025-12-26,96644757B75888110493475,Anglo-Arabe,F,Junior,83.36,C0491,L0024,National
P001701,2025-06-12,96644757B21390270390615,Arabe,Femelle,Loisir,65.0,C0316,L0052,Regional
P001702,2025-01-21,96644757B12662883146655,Pur-Sang Arabe,F,Junior,66.83,C0264,L0004,National
P001703,2025-03-25,96644757B9718685225615,Pur-Sang Arabe,M,Junior,68.29,C0094,L0026,National
P001704,2025-02-08,96644757B21316479060137,Anglo-Arabe,Male,Junior,57.26,C0199,L0002,National
P001705,2025-10-05,96644757B69656421663665,Barbe,F,Junior,55.33,C0429,L0072,Regional
P001706,2025-12-26,96644757B21870556317795,Anglo-Arabe,M,Junior,69.08,C0191,L0055,National
P001707,2025-07-22,96644757B85287588144355,Barbe,Femelle,Elite,64.72,C0027,L0019,National
P001708,2025-03-06,96644757B91342156363380,Anglo-Arabe,F,Junior,64.99,C0123,L0015,Regional
P001709,2025-01-08,96644757B35891480133263,Arabe-Barbe,M,Senior,62.24,C0298,L0008,Regional
P001710,2025-12-23,96644757B698999344864,Barbe,Femelle,Junior,79.61,C0314,L0036,Regional
P001711,2025-04-26,96644757B1478822582790,Arabe-Barbe,Female,Senior,67.85,C0491,L0057,Regional
P001712,2025-02-10,96644757B53936679900609,Pur-Sang Arabe,Female,Junior,69.91,C0466,L0044,National
P001713,2025-03-06,96644757B69343874835814,Anglo-Arabe,Female,Elite,75.92,C0266,L0067,Regional
P001714,2025-04-04,96644757B9718685225615,Barbe,F,Elite,68.52,C0277,L0026,National
P001715,2025-08-28,96644757B56432502406176,Pur-Sang Arabe,Femelle,Elite,67.66,C0400,L0021,National
P001716,2025-11-22,96644757B698999344864,Arabe,M,Junior,79.09,C0025,L0036,National
P001717,2025-04-11,96644757B9799798831472,Anglo-Arabe,Male,Loisir,75.1,C0297,L0016,National
P001718,2025-09-08,96644757B5863178934624,Barbe,F,Elite,71.02,C0237,L0074,National
P001719,2025-01-24,96644757B54306876372793,Arabe,Female,Junior,75.19,C0391,L0014,National
P001720,2025-01-04,96644757B698999344864,Pur-Sang Arabe,Male,Senior,66.57,C0400,L0036,Regional
P001721,2025-01-21,96644757B41522516415054,Anglo-Arabe,Femelle,Elite,64.34,C0328,L0040,Qualification
P001722,2025-12-03,96644757B53703826618026,Arabe-Barbe,Female,Senior,72.84,C0328,L0005,Qualification
P001723,2025-08-01,96644757B698999344864,Pur-Sang Arabe,Male,Senior,78.84,C0345,L0036,Regional
P001724,2025-10-21,96644757B63187791317705,Pur-Sang Arabe,Male,Elite,77.4,C0290,L0035,Qualification
P001725,2025-01-08,96644757B93440982531475,Arabe-Barbe,M,Junior,73.66,C0114,L0020,Qualification
P001726,2025-01-09,96644757B23117375948520,Barbe,M,Loisir,68.9,C0142,L0010,Regional
P001727,2025-11-06,96644757B12662883146655,Arabe-Barbe,M,Junior,80.79,C0371,L0004,National
P001728,2025-02-07,96644757B24539393832458,Anglo-Arabe,Femelle,Junior,81.27,C0309,L0001,National
P001729,2025-02-26,96644757B99662254658575,Arabe-Barbe,Male,Junior,79.77,C0119,L0037,Regional
P001730,2025-07-09,96644757B26550498921337,Arabe-Barbe,F,Senior,70.38,C0439,L0007,Regional
P001731,2025-08-10,96644757B69656421663665,Arabe,F,Loisir,81.47,C0490,L0072,Regional
P001732,2025-03-25,96644757B85287588144355,Anglo-Arabe,M,Loisir,75.92,C0313,L0019,National
P001733,2025-06-12,96644757B81090244987905,Arabe,Male,Loisir,79.36,C0114,L0049,Regional
P001734,2025-09-04,96644757B63064605054668,Barbe,Male,Senior,74.69,C0469,L0051,National
P001735,2025-06-11,96644757B18768670389586,Arabe-Barbe,M,Senior,70.95,C0119,L0038,National
P001736,2025-05-20,96644757B69343874835814,Barbe,Femelle,Senior,62.6,C0216,L0067,National
P001737,2025-01-27,96644757B48127384361052,Barbe,Femelle,Junior,77.96,C0429,L0009,Regional
P001738,2025-06-14,96644757B89687162507810,Arabe-Barbe,Female,Loisir,96.58,C0260,L0018,Regional
P001739,2025-10-21,96644757B85287588144355,Arabe,Femelle,Senior,69.89,C0122,L0019,Regional
P001740,2025-08-17,96644757B54259280648674,Barbe,Female,Senior,74.35,C0040,L0011,Regional
P001741,2025-11-22,96644757B34372354169334,Anglo-Arabe,F,Senior,70.21,C0181,L0023,Regional
P001742,2025-02-16,96644757B75888110493475,Barbe,Femelle,Elite,65.66,C0336,L0024,Regional
P001743,2025-01-05,96644757B70524131405695,Barbe,Male,Junior,90.93,C0357,L0058,Regional
P001744,2025-07-20,96644757B34372354169334,Pur-Sang Arabe,M,Elite,67.94,C0112,L0023,National
P001745,2025-03-07,96644757B99361415702964,Arabe,F,Elite,68.64,C0080,L0066,Regional
P001746,2025-08-05,96644757B70524131405695,Pur-Sang Arabe,Femelle,Loisir,59.61,C0351,L0058,Regional
P001747,2025-11-26,96644757B88930410593624,Arabe-Barbe,Femelle,Junior,62.04,C0080,L0068,Qualification
P001748,2025-05-04,96644757B35891480133263,Arabe-Barbe,Femelle,Junior,52.97,C0033,L0008,National
P001749,2025-07-20,96644757B5863178934624,Anglo-Arabe,M,Senior,78.81,C0243,L0074,Qualification
P001750,2025-09-06,96644757B40957387644980,Arabe,Male,Loisir,98.0,C0285,L0047,National
P001751,2025-02-24,96644757B5863178934624,Arabe,M,Loisir,68.82,C0122,L0074,Regional
P001752,2025-11-24,96644757B92138134403299,Anglo-Arabe,Female,Senior,55.93,C0106,L0027,Qualification
P001753,2025-03-16,96644757B69656421663665,Arabe,F,Junior,76.6,C0118,L0072,Qualification
P001754,2025-10-23,96644757B91545835536411,Anglo-Arabe,F,Junior,64.08,C0172,L0045,National
P001755,2025-08-29,96644757B51161748863193,Pur-Sang Arabe,Male,Elite,80.09,C0005,L0006,National
P001756,2025-02-21,96644757B52167870329218,Barbe,M,Junior,74.6,C0006,L0031,Regional
P001757,2025-09-22,96644757B54259280648674,Arabe-Barbe,Female,Senior,67.32,C0185,L0011,Regional
P001758,2025-03-13,96644757B25593504689486,Arabe-Barbe,Female,Loisir,65.39,C0010,L0071,National
P001759,2025-08-07,96644757B34372354169334,Pur-Sang Arabe,Male,Senior,82.25,C0159,L0023,National
P001760,2025-12-17,96644757B99021473747258,Arabe-Barbe,Male,Senior,69.83,C0290,L0017,Regional
P001761,2025-12-14,96644757B80339347175881,Arabe,F,Junior,67.66,C0016,L0042,Regional
P001762,2025-11-15,96644757B46616002618727,Arabe,Femelle,Senior,67.79,C0309,L0032,Regional
P001763,2025-06-30,96644757B35891480133263,Pur-Sang Arabe,F,Elite,57.33,C0310,L0008,Regional
P001764,2025-07-24,96644757B84561517472973,Anglo-Arabe,Femelle,Senior,73.97,C0287,L0062,Regional
P001765,2025-04-20,96644757B90795389022281,Pur-Sang Arabe,M,Junior,54.89,C0313,L0064,Qualification
P001766,2025-12-03,96644757B71822601453569,Arabe-Barbe,Femelle,Junior,64.64,C0404,L0056,Regional
P001767,2025-06-24,96644757B40957387644980,Pur-Sang Arabe,F,Junior,81.21,C0036,L0047,Regional
P001768,2025-10-09,96644757B52167870329218,Arabe-Barbe,Female,Elite,80.46,C0085,L0031,Regional
P001769,2025-05-12,96644757B2759448404756,Pur-Sang Arabe,Female,Elite,79.13,C0159,L0041,National
P001770,2025-09-28,96644757B41522516415054,Arabe-Barbe,M,Senior,72.3,C0344,L0040,National
P001771,2025-03-23,96644757B25654465299878,Arabe-Barbe,F,Senior,82.9,C0436,L0013,National
P001772,2025-09-25,96644757B26550498921337,Arabe-Barbe,Femelle,Junior,80.63,C0459,L0007,Qualification
P001773,2025-01-17,96644757B85287588144355,Arabe,M,Senior,78.1,C0291,L0019,Qualification
P001774,2025-02-08,96644757B63187791317705,Arabe-Barbe,M,Junior,82.12,C0205,L0035,Qualification
P001775,2025-05-09,96644757B25654465299878,Pur-Sang Arabe,Male,Loisir,78.7,C0206,L0013,Qualification
P001776,2025-06-25,96644757B48127384361052,Barbe,Male,Junior,66.55,C0030,L0009,Regional
